name,address,province,city,district,business_scope,contact,phone,registered_capital,registered_capital_raw,business_status,industry_code,tech_keywords,credit_score,role,is_verified,verification_status,source,source_company_id,source_url,source_query,uscc,establishment_date,website,phones_count,crucial_count,tags,raw_industries,scraped_at
常熟市重力机械锻造有限公司,常熟市虞山镇国泰路33号,江苏省,苏州市,常熟市,"机械设备制造,锻造件,加工",沈*,00000000000,2550.0,2550万人民币,存续,,其他通用设备制造业,80.0,enterprise,true,approved,tianxiagongchang.com,1175972,https://www.tianxiagongchang.com/detail/1175972_chang-shu-shi-zhong-li-ji-xie-duan-zao-you-xian-gong-si,锻造件,91320581662700479W,2007-05-29,,9,1,"存续,真实工厂",其他通用设备制造业,2026-09-15T16:08:20.726521+00:00
山东云海汽车零配件有限公司,山东省泰安市新泰市经济开发区滨河大道516号,山东省,泰安市,新泰市,"汽车零配件,通用机械配件的研发、制造、销售,锻造件,焊接件,冲压件的制造、销售,汽车（不含九座以下乘用车）,电子产品,钢材,建材,家具,五金,机电产品,仪器仪表,橡胶制品,润滑油,机床设备销售",韩**,00000000000,2000.0,2000万人民币,存续,,汽车零部件及配件制造,80.0,enterprise,true,approved,tianxiagongchang.com,1446929,https://www.tianxiagongchang.com/detail/1446929_shan-dong-yun-hai-qi-che-ling-pei-jian-you-xian-gong-si,锻造件,91370982MA3PPK4Q44,2019-05-08,,3,1,"存续,真实工厂",汽车零部件及配件制造,2026-09-15T16:08:20.726521+00:00
山东鲲鹏海洋工程设备有限公司,山东省聊城市东昌府区嘉明经济开发区嘉和路17号万通楼304室,山东省,聊城市,东昌府区,"海洋工程设备,海运交通设施及材料,船舶推进系统工程的成套装备,黑色及有色金属船用产品锻造件,钢材、钢管,高分子耐磨材料,工程塑料合金销售,技术咨询服务,自营和代理各类商品和技术的进出口服务",郭**,00000000000,2000.0,2000万人民币,存续,,"建筑工程用机械制造,其他机械设备及电子产品批发",80.0,enterprise,true,approved,tianxiagongchang.com,2539117,https://www.tianxiagongchang.com/detail/2539117_shan-dong-kun-peng-hai-yang-gong-cheng-she-bei-you-xian-gong-si,锻造件,91371502MA3EK52A2L,2017-09-18,,3,1,"存续,真实工厂","建筑工程用机械制造,其他机械设备及电子产品批发",2026-09-15T16:08:20.726521+00:00
湖北万路通机电设备制造有限公司,仙桃市郑场镇花园村大队部,湖北省,省直辖县级行政区划,仙桃市,"铁路专用汽车及零部件,汽车零部件,锻造件,冲压件,金属结构件的制造及销售,塑料制品,橡胶制品,玻璃制品,无线设备,信号设备设计与制造",卢**,00000000000,1200.0,1200万人民币,存续,,"其他金属加工机械制造,其他机械和设备修理业",80.0,enterprise,true,approved,tianxiagongchang.com,2721269,https://www.tianxiagongchang.com/detail/2721269_hu-bei-wan-lu-tong-ji-dian-she-bei-zhi-zao-you-xian-gong-si,锻造件,91429004MA49B3DT0J,2019-09-19,,1,1,"存续,真实工厂","其他金属加工机械制造,其他机械和设备修理业",2026-09-15T16:08:20.726521+00:00
滁州市鑫鼎机械模具制造有限公司,安徽省滁州市何郢路178号,安徽省,滁州市,琅琊区,机械模具制造及销售,杨**,00000000000,1200.0,1200万人民币,存续,,模具制造,80.0,enterprise,true,approved,tianxiagongchang.com,913961,https://www.tianxiagongchang.com/detail/913961_chu-zhou-shi-xin-ding-ji-xie-mu-ju-zhi-zao-you-xian-gong-si,模具制造,91341100557804452U,2010-06-18,http://www.xdjxmj.com,6,1,"存续,真实工厂",模具制造,2026-09-15T16:08:20.726521+00:00
新洋模具制造有限公司,福建省泉州市安溪县龙门镇2025产业园A-20地块,福建省,泉州市,安溪县,"模具制造、销售,金属制品,塑胶制品加工、销售",王**,00000000000,5000.0,5000万人民币,存续,,模具制造,80.0,enterprise,true,approved,tianxiagongchang.com,953283,https://www.tianxiagongchang.com/detail/953283_xin-yang-mu-ju-zhi-zao-you-xian-gong-si,模具制造,91350524MA33D4FTXP,2019-11-18,,7,2,"存续,真实工厂",模具制造,2026-09-15T16:08:20.726521+00:00
山东高密建豪模具制造有限公司,山东省潍坊市高密市醴泉街道盛泉街3069号1幢1号办公用房,山东省,潍坊市,高密市,"汽车模具,模具销售,模具制造,零部件加工,汽车零部件研发,制造销售轮胎模具,汽车零配件批发,汽车零部件,机械配件,汽车零部件及配件制造,货物进出口,经营国家允许范围内的货物进出口业务,机械零件",高*,00000000000,1640.0,1640万人民币,存续,,模具制造,80.0,enterprise,true,approved,tianxiagongchang.com,1955926,https://www.tianxiagongchang.com/detail/1955926_shan-dong-gao-mi-jian-hao-mu-ju-zhi-zao-you-xian-gong-si,模具制造,91370785MA3CATYL59,2016-05-19,,3,1,"存续,真实工厂",模具制造,2026-09-15T16:08:20.726521+00:00
保定聚鼎塑料模具制造有限公司,保定市清苑区闫庄乡南闫庄村,河北省,保定市,清苑区,"钢模具制造,沟盖板模具,销售,机械设备,建筑材料销售,路牙石模具,五金产品,护坡模具,塑料模具,盖板模具",尹**,00000000000,1200.0,1200万人民币,存续,,模具制造,80.0,enterprise,true,approved,tianxiagongchang.com,2096533,https://www.tianxiagongchang.com/detail/2096533_bao-ding-ju-ding-su-liao-mu-ju-zhi-zao-you-xian-gong-si,模具制造,911306080774741672,2013-09-04,,9,1,"存续,真实工厂",模具制造,2026-09-15T16:08:20.726521+00:00
四川省盛美模具制造有限责任公司,四川省南充市营山县营山县城南镇三星工业集中区,四川省,南充市,营山县,"模具制造,汽车零部件及配件制造,餐厨废弃物无害化处理技术装备制造,建筑工程用机械制造,污泥无害化处理技术装备制造,建筑材料生产专用机械制造,销售建筑材料,生物农业、生物能源、生物制品,生物医药,生物环保,技术开发、转让、咨询、服务及产品研发、制造,销售汽车及零配件",肖*,00000000000,3000.0,3000万人民币,存续,,"专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造",80.0,enterprise,true,approved,tianxiagongchang.com,3841591,https://www.tianxiagongchang.com/detail/3841591_si-chuan-sheng-sheng-mei-mu-ju-zhi-zao-you-xian-ze-ren-gong-si,模具制造,91511322337806245K,2015-05-28,,7,2,"存续,真实工厂","专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造",2026-09-15T16:08:20.726521+00:00
彰武金路旺汽车模具制造有限公司,辽宁省阜新市彰武县政通街6号,辽宁省,阜新市,彰武县,"刀剑工艺品制造,金属材料制造，钢、铁冶炼,铁合金冶炼,钢压延加工,常用有色金属冶炼,有色金属合金制造,有色金属压延加工,金属切削加工服务,金属工具制造,金属结构制造,金属包装容器及材料制造,建筑用金属配件制造,建筑装饰,水暖管道零件,其他建筑用金属制品制造,安全、消防用金属制品制造,有色金属铸造,黑色金属铸造,锻件及粉末冶金制品制造,金属制日用品制造,金属链条及其他金属制品制造,交通及公共管理用金属标牌制造,淬火加工,轴承钢材产品生产,汽车轮毂制造,金属切削机床制造,铸造机械制造,金属加工机械制造,轴承制造,金属密封件制造,机械零件,零部件加工,模具制造,模具销售,金属成形机床制造,汽车零部件及配件制造,汽车零配件批发,建筑用金属配件销售,农林牧渔机械配件销售,机械零件、零部件销售,铁路机车车辆配件制造,摩托车零配件制造,高铁设备、配件制造,非公路休闲车及零配件制造,助动自行车、代步车及零配件销售,摩托车及零配件零售,汽车零配件零售,普通阀门和旋塞制造(不含特种设备制造）,轴承、齿轮和传动部件制造,通用零部件制造,通用设备制造（不含特种设备制造）,五金产品制造,五金产品零售,阀门和旋塞销售,有色金属合金销售,金属工具销售,金属包装容器及材料销售,金属表面处理及热处理加工,生产性废旧金属回收,矿山机械制造,锻件及粉末冶金制品销售,金属制品研发,汽车零部件研发,阀门和旋塞研发,机床功能部件及附件制造,金属密封件销售,金属材料销售,金属制品销售,机床功能部件及附件销售,石油钻采专用设备制造,合成材料制造（不含危险化学品）,环境保护专用设备制造,高性能有色金属及合金材料销售,塑料制品制造,轨道交通工程机械及部件销售,高铁设备,配件销售",姚**,00000000000,1000.0,1000万人民币,存续,,"黑色金属铸造,模具制造",80.0,enterprise,true,approved,tianxiagongchang.com,206991,https://www.tianxiagongchang.com/detail/206991_zhang-wu-jin-lu-wang-qi-che-mu-ju-zhi-zao-you-xian-gong-si,模具制造,91210922MA0UB8RU3A,2017-07-14,,3,1,"存续,真实工厂","黑色金属铸造,模具制造",2026-09-15T16:08:20.726521+00:00
宁波市圣威模具制造有限公司,宁波市北仑区大碶育王山路55号1幢1号；2幢1号,浙江省,宁波市,北仑区,"模具制造,汽车零部件及配件制造,塑料制品制造,五金产品制造,金属材料制造,有色金属铸造,有色金属合金制造,货物进出口,技术进出口,进出口代理",陆**,00000000000,1000.0,1000万人民币,存续,,"有色金属铸造,模具制造",80.0,enterprise,true,approved,tianxiagongchang.com,361718,https://www.tianxiagongchang.com/detail/361718_ning-bo-shi-sheng-wei-mu-ju-zhi-zao-you-xian-gong-si,模具制造,91330206691355651Y,2009-07-02,https://www.sanwavemould.com,5,1,"存续,真实工厂","有色金属铸造,模具制造",2026-09-15T16:08:20.726521+00:00
邯郸市邯山区精锐模具制造有限公司,邯郸市邯山区马庄工业区驾校路6号,河北省,邯郸市,邯山区,"耐高温配件,模具制造,耐磨件,机械零部件加工,冷冲模具,销售,硬质合金模具",李**,00000000000,500.0,500万人民币,存续,,"模具制造,其他未列明制造业",80.0,enterprise,true,approved,tianxiagongchang.com,469237,https://www.tianxiagongchang.com/detail/469237_han-dan-shi-han-shan-qu-jing-rui-mu-ju-zhi-zao-you-xian-gong-si,模具制造,911304217825753855,2005-11-25,,9,3,"存续,真实工厂,曾用名,邯郸县开源模具制造有限公司","模具制造,其他未列明制造业",2026-09-15T16:08:20.726521+00:00
安徽天甲精密模具制造有限公司,安徽省六安市舒城县杭埠镇开发区工投-舒城中小企业园A-12号1层,安徽省,六安市,舒城县,"模具制造,模具销售",宋**,00000000000,500.0,500万人民币,存续,,"其他通用零部件制造,模具制造",80.0,enterprise,true,approved,tianxiagongchang.com,727079,https://www.tianxiagongchang.com/detail/727079_an-hui-tian-jia-jing-mi-mu-ju-zhi-zao-you-xian-gong-si,模具制造,91341523MA8NF6836Q,2021-11-26,,2,1,"存续,真实工厂","其他通用零部件制造,模具制造",2026-09-15T16:08:20.726521+00:00
天津市佳丰精密塑胶模具制造有限公司,天津市津南区八里台镇泰达微电子工业区开拓二支路8号,天津市,天津市,津南区,"注塑加工,CNC加工,安装,机械设备加工,自动化机器,精密工装夹具,五金模具,塑胶制品,电气自动化设备制造,销售,软件开发,塑胶模具制造,计算机系统集成,模具加工",饶**,00000000000,500.0,500万人民币,存续,,"塑料零件及其他塑料制品制造,模具制造",80.0,enterprise,true,approved,tianxiagongchang.com,1016443,https://www.tianxiagongchang.com/detail/1016443_tian-jin-shi-jia-feng-jing-mi-su-jiao-mu-ju-zhi-zao-you-xian-gong-si,模具制造,911201127893600883,2006-06-12,http://www.tjjiafeng168.com,9,2,"存续,真实工厂","塑料零件及其他塑料制品制造,模具制造",2026-09-15T16:08:20.726521+00:00
深圳市精工达塑胶模具有限公司,深圳市西乡街道黄麻布社区勒竹角同富裕工业区9号一楼北、二楼B,广东省,深圳市,宝安区,"医疗用品,喷油丝印,汽车配件,IT产品,注塑加工,通讯产品,模具制造,日用品,塑胶制品,精品礼品,化妆品,塑胶注塑,模具设计,塑胶模具,家用电器",沈**,00000000000,8000.0,8000万人民币,存续,,"塑料零件及其他塑料制品制造,批发业,机械设备、五金产品及电子产品批发,其他机械设备及电子产品批发",80.0,enterprise,true,approved,tianxiagongchang.com,3729301,https://www.tianxiagongchang.com/detail/3729301_shen-zhen-shi-jing-gong-da-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,91440300680368326Q,2008-12-15,http://www.jgd168.com,25,3,"存续,真实工厂","塑料零件及其他塑料制品制造,批发业,机械设备、五金产品及电子产品批发,其他机械设备及电子产品批发",2026-09-15T16:08:20.726521+00:00
厦门市高精勤塑胶模具有限公司,厦门市湖里区创新路27号1楼,福建省,厦门市,湖里区,"五金制品,塑胶模具,塑胶制品生产销售",梁**,00000000000,1000.0,1000万人民币,存续,,"塑料零件及其他塑料制品制造,橡胶制品业",80.0,enterprise,true,approved,tianxiagongchang.com,667026,https://www.tianxiagongchang.com/detail/667026_xia-men-shi-gao-jing-qin-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,9135020673787364XY,2002-12-05,,8,1,"存续,真实工厂","塑料零件及其他塑料制品制造,橡胶制品业",2026-09-15T16:08:20.726521+00:00
东莞市利锦塑胶模具有限公司,东莞市大朗镇黄草朗社区美东路48号B栋,广东省,东莞市,东莞市,"塑胶模具,塑胶制品,家电,LED配套产品,之塑胶模具,产品注塑,喷油丝印及组装",文**,00000000000,500.0,500万人民币,存续,,"塑料零件及其他塑料制品制造,塑料制品业",80.0,enterprise,true,approved,tianxiagongchang.com,677439,https://www.tianxiagongchang.com/detail/677439_dong-guan-shi-li-jin-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,91441900068456776M,2013-05-06,,7,2,"存续,真实工厂","塑料零件及其他塑料制品制造,塑料制品业",2026-09-15T16:08:20.726521+00:00
东莞市开泰塑胶模具有限公司,广东省东莞市常平镇东平大道常平段36号2栋302室,广东省,东莞市,东莞市,"五金制品,货物进出口,设计,产销：塑胶制品,电子线材,电子产品,家用电器,技术进出口,塑胶模具,硅胶制品,橡胶制品,包装材料,商务信息咨询,金属制品,塑胶制品,研发,工业产品,研发：工业产品,模具",马**,00000000000,500.0,500万人民币,存续,,"塑料零件及其他塑料制品制造,模具制造",80.0,enterprise,true,approved,tianxiagongchang.com,1116135,https://www.tianxiagongchang.com/detail/1116135_dong-guan-shi-kai-tai-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,91441900MA4WBW6J4E,2017-03-24,,3,1,"存续,真实工厂,曾用名,东莞市万丰元工业设计有限公司","塑料零件及其他塑料制品制造,模具制造",2026-09-15T16:08:20.726521+00:00
浙江华封塑胶模具有限公司,浙江省嘉兴市南湖区七星街道湘家荡大道2588号8号楼一层部分,浙江省,嘉兴市,南湖区,"塑胶模具,通用零部件,塑料零件的加工,玩具制造、销售,模具,机械设备及配件,金属材料,电子产品,五金产品,商务信息咨询（不含投资咨询）,货物及技术的进出口业务",彭**,00000000000,1000.0,1000万人民币,存续,,"汽车零部件及配件制造,其他医疗设备及器械制造",80.0,enterprise,true,approved,tianxiagongchang.com,1626459,https://www.tianxiagongchang.com/detail/1626459_zhe-jiang-hua-feng-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,91330402MA28BFM254,2017-02-13,,4,1,"存续,真实工厂","汽车零部件及配件制造,其他医疗设备及器械制造",2026-09-15T16:08:20.726521+00:00
莆田市涵江区铭宇塑胶模具有限公司,福建省莆田市涵江区江口镇涵桥路2560号,福建省,莆田市,涵江区,"塑胶模具,机械配件,塑料制品,电子产品加工及销售",林**,00000000000,600.0,600万人民币,存续,,"塑料零件及其他塑料制品制造,专用设备制造业,化工、木材、非金属加工专用设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,3530926,https://www.tianxiagongchang.com/detail/3530926_pu-tian-shi-han-jiang-qu-ming-yu-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,91350303MA31W4RY9X,2018-07-06,,2,1,"存续,真实工厂","塑料零件及其他塑料制品制造,专用设备制造业,化工、木材、非金属加工专用设备制造",2026-09-15T16:08:20.726521+00:00
深圳市天诺塑胶模具有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,广东省,深圳市,南山区,"通讯器材设备,国内贸易,塑胶制品的购销,塑胶模具的技术开发,销售,电子配件的购销,五金制品,经营进出口业务,精密模具",李**,00000000000,500.0,500万人民币,存续,,"塑胶玩具制造,专业技术服务业,工业与专业设计及其他专业技术服务,其他未列明专业技术服务业",80.0,enterprise,true,approved,tianxiagongchang.com,3743249,https://www.tianxiagongchang.com/detail/3743249_shen-zhen-shi-tian-nuo-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,91440300MA5DT8BR99,2017-01-13,,2,1,"存续,真实工厂","塑胶玩具制造,专业技术服务业,工业与专业设计及其他专业技术服务,其他未列明专业技术服务业",2026-09-15T16:08:20.726521+00:00
烟台汶骏塑胶模具有限公司,山东省烟台市牟平区姜格庄工业园山海大街7号,山东省,烟台市,牟平区,"批发,五金产品,技术进出口,汽车装饰服务,汽车零配件批发,货物,塑胶模具批发,零售,塑料制品加工",李**,00000000000,500.0,500万人民币,存续,,"塑料零件及其他塑料制品制造,专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造",80.0,enterprise,true,approved,tianxiagongchang.com,3803061,https://www.tianxiagongchang.com/detail/3803061_yan-tai-wen-jun-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,91370612334663787A,2015-04-16,,4,2,"存续,真实工厂","塑料零件及其他塑料制品制造,专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造",2026-09-15T16:08:20.726521+00:00
深圳市力信塑胶模具有限公司,深圳市宝安区松岗街道沙浦围社区创业工业22栋一楼,广东省,深圳市,宝安区,"塑胶模具技术开发与销售,国内贸易,货物及技术出口,五金模具,塑胶模具,五金产品,塑胶产品,塑胶外壳",吴**,00000000000,500.0,500万人民币,存续,,"塑料零件及其他塑料制品制造,其他制造业,其他未列明制造业,其他未列明金属制品制造",80.0,enterprise,true,approved,tianxiagongchang.com,3923601,https://www.tianxiagongchang.com/detail/3923601_shen-zhen-shi-li-xin-su-jiao-mu-ju-you-xian-gong-si,塑胶模具,91440300MA5DM36N29,2016-09-30,http://www.lixinmold.com,6,1,"存续,真实工厂","塑料零件及其他塑料制品制造,其他制造业,其他未列明制造业,其他未列明金属制品制造",2026-09-15T16:08:20.726521+00:00
湖北佳诚精密模具有限公司,咸宁市咸安经济开发区宝竹路,湖北省,咸宁市,咸安区,"精密模具,五金制品,车铣刀具,螺丝,压铸产品,塑胶产品,机械制品,碳纤维制品,数控设备及配件,工具母机相关设备,智能设备,多关节机器人,机器手,自动化设备及配件,软件、电线、马达、主轴、机械设备及零配件的批发,智能装备系统控制软件集成,技术开发及应用培训,通用设备机器人,自动化设备租赁,机械设备及零配件的维修、组装,货物及技术进出口",朱**,00000000000,6000.0,6000万人民币,存续,,其他未列明制造业,80.0,enterprise,true,approved,tianxiagongchang.com,861956,https://www.tianxiagongchang.com/detail/861956_hu-bei-jia-cheng-jing-mi-mu-ju-you-xian-gong-si,精密模具,91421200MA49G97P36,2020-05-26,,7,1,"存续,真实工厂",其他未列明制造业,2026-09-15T16:08:20.726521+00:00
重庆讯通精密模具有限公司,重庆市江津区双福工业园,重庆市,重庆市,江津区,"电子产品销售,其他电子器件制造,模具标准件,家用电器售后服务,承接来料加工,制造,计算机零部件,I类医疗器械零部件,通讯产品零部件,精密五金模具设计,汽车零部件,精密模具设计,塑料制品,包装装潢印刷品印刷,数控软件,精密注塑零件,数控刀具,钢材,家用电器制造,办公设备零部件,数码产品零部件,各类五金塑胶产品组装集成,制造与销售,模具钢,家用电器研发,普通货运,家用电器,摩托车零部件,仪器仪表零部件,代理销售数控机床,设计,精密五金冲压,金属材料,生产精密冲压零件,家用电器零部件",权**,00000000000,1500.0,1500万人民币,存续,,"机械零部件加工,其他有色金属压延加工",80.0,enterprise,true,approved,tianxiagongchang.com,658897,https://www.tianxiagongchang.com/detail/658897_chong-qing-xun-tong-jing-mi-mu-ju-you-xian-gong-si,精密模具,91500116554074175U,2010-04-27,,25,1,"存续,真实工厂","机械零部件加工,其他有色金属压延加工",2026-09-15T16:08:20.726521+00:00
漳州福森精密模具有限公司,福建省漳州市龙文区龙腾北路32号,福建省,漳州市,龙文区,"拉链及拉链零配件,电子产品,生产精密模具,拉链,五金配件,拉链零配件",陈**,00000000000,1632.43,1632.435万人民币,存续,,模具制造,80.0,enterprise,true,approved,tianxiagongchang.com,1763081,https://www.tianxiagongchang.com/detail/1763081_zhang-zhou-fu-sen-jing-mi-mu-ju-you-xian-gong-si,精密模具,9135060066685888XM,2007-10-30,,7,1,"存续,真实工厂",模具制造,2026-09-15T16:08:20.726521+00:00
南通旭诺精密模具有限公司,南通市通州区二甲镇坨墩村27组,江苏省,南通市,通州区,"精密模具,金属结构件,注塑制品,机电产品研发、生产、销售,金属材料,纺织机械,塑料机械及配件,化工原料（危险化学品除外）销售",瞿*,00000000000,5000.0,5000万人民币,存续,,"金属结构制造,专用设备制造业,电子和电工机械专用设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,3708513,https://www.tianxiagongchang.com/detail/3708513_nan-tong-xu-nuo-jing-mi-mu-ju-you-xian-gong-si,精密模具,91320612MA1W8MFFX1,2018-03-22,,2,1,"存续,真实工厂","金属结构制造,专用设备制造业,电子和电工机械专用设备制造",2026-09-15T16:08:20.726521+00:00
东莞市一丁精密模具组件有限公司,广东省东莞市长安镇乌沙兴发南路西三街4号3号楼,广东省,东莞市,东莞市,"精密模具,精密零部件加工,相机打印机精密零部件,led光电精密模具零部件,电子通讯精密零部件,汽车精密零部件,手机电脑汽车连接器模具,精密单双色塑胶模具,高精密塑胶齿轮,马达零部件",龚*,00000000000,5000.0,5000万人民币,存续,,"专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造,其他未列明制造业",80.0,enterprise,true,approved,tianxiagongchang.com,4097364,https://www.tianxiagongchang.com/detail/4097364_dong-guan-shi-yi-ding-jing-mi-mu-ju-zu-jian-you-xian-gong-si,精密模具,91441900MA4X8M6R7P,2017-10-23,http://www.cemould.com.cn,11,3,"存续,真实工厂","专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造,其他未列明制造业",2026-09-15T16:08:20.726521+00:00
重庆豪盛精密模具有限公司,重庆市九龙坡区华岩镇新政村九社,重庆市,重庆市,九龙坡区,"注塑件加工,90T各一台,模具设计,销售精密模具,各种塑胶,开发,中兴线切割4台,120T,塑胶产品,制造",胡**,00000000000,1000.0,1000万人民币,存续,,"汽车零部件及配件制造,其他未列明专业技术服务业",80.0,enterprise,true,approved,tianxiagongchang.com,269977,https://www.tianxiagongchang.com/detail/269977_chong-qing-hao-sheng-jing-mi-mu-ju-you-xian-gong-si,精密模具,915001076608832835,2007-05-17,,7,1,"存续,真实工厂","汽车零部件及配件制造,其他未列明专业技术服务业",2026-09-15T16:08:20.726521+00:00
无锡瑞嘉精密模具有限公司,无锡市新吴区江溪街道南丰一路8,江苏省,无锡市,新吴区,"夹具,机械零配件,精密模具,第二类医疗器械销售,家电零配件,道路普通货物运输,汽车零配件,金属制品,电气零配件,自营和代理各类商品和技术的进出口,保养维护及技术服务,精密金属塑料配件的生产和销售,精密塑料配件,模具的维修",朱**,00000000000,1000.0,1000万人民币,存续,,"塑料零件及其他塑料制品制造,模具制造",80.0,enterprise,true,approved,tianxiagongchang.com,377382,https://www.tianxiagongchang.com/detail/377382_wu-xi-rui-jia-jing-mi-mu-ju-you-xian-gong-si,精密模具,913202146967101302,2009-10-28,,4,1,"存续,真实工厂","塑料零件及其他塑料制品制造,模具制造",2026-09-15T16:08:20.726521+00:00
昆山庆盟精密模具有限公司,昆山市张浦镇建德路1608号5号楼,江苏省,苏州市,昆山市,"电子设备,五金制品,机械零配件,塑胶原料,家用电器制造,塑胶制品的销售,销售,自动化设备,机械零配件的制造,精密模具,电子零部件,加工,货物及技术的进出口业务,电子产品销售,家用电器研发,光电材料,家用电器销售",唐**,00000000000,800.0,800万人民币,存续,,"模具制造,其他非金属矿物制品制造",80.0,enterprise,true,approved,tianxiagongchang.com,997200,https://www.tianxiagongchang.com/detail/997200_kun-shan-qing-meng-jing-mi-mu-ju-you-xian-gong-si,精密模具,91320583MA1MCG7R3U,2015-12-08,http://ksqingmeng.com,7,2,"存续,真实工厂","模具制造,其他非金属矿物制品制造",2026-09-15T16:08:20.726521+00:00
东莞市富迅精密模具机械有限公司,广东省东莞市长安镇乌沙红桥街9号2号楼201室,广东省,东莞市,东莞市,"激光加工机械零部件加工,自动化设备,电子产品,光源检查设备,塑胶五金制品,机械设备,精密模具",曾*,00000000000,600.0,600万人民币,存续,,"其他非金属加工专用设备制造,机械设备、五金产品及电子产品批发",80.0,enterprise,true,approved,tianxiagongchang.com,1206137,https://www.tianxiagongchang.com/detail/1206137_dong-guan-shi-fu-xun-jing-mi-mu-ju-ji-xie-you-xian-gong-si,精密模具,91441900789486887G,2006-06-11,,14,2,"存续,真实工厂","其他非金属加工专用设备制造,机械设备、五金产品及电子产品批发",2026-09-15T16:08:20.726521+00:00
东莞市锐特精密模具配件有限公司,广东省东莞市长安镇复兴路5号2号楼301室,广东省,东莞市,东莞市,"精密模具及配件,通用机械配件,五金制品,模具钢材",李**,00000000000,500.0,500万人民币,存续,,模具制造,80.0,enterprise,true,approved,tianxiagongchang.com,1229647,https://www.tianxiagongchang.com/detail/1229647_dong-guan-shi-rui-te-jing-mi-mu-ju-pei-jian-you-xian-gong-si,精密模具,91441900MA4WXCYH14,2017-07-31,http://www.ruitemj.com,7,2,"存续,真实工厂",模具制造,2026-09-15T16:08:20.726521+00:00
新永旭五金模具（深圳）有限公司,深圳市宝安区沙井街道步涌社区工业区D区4#厂房一层、二层、三层及5#厂房整栋,广东省,深圳市,宝安区,"五金模具,其他行业,塑胶模具,五金件",权**,00000000000,1100.0,1100万港元,存续,,"专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造,其他未列明制造业",80.0,enterprise,true,approved,tianxiagongchang.com,3736371,https://www.tianxiagongchang.com/detail/3736371_xin-yong-xu-wu-jin-mu-ju-shen-zhen-you-xian-gong-si,五金模具,91440300763472364F,2004-09-02,,27,1,"存续,真实工厂","专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造,其他未列明制造业",2026-09-15T16:08:20.726521+00:00
东莞市源耀五金模具制品有限公司,广东省东莞市清溪镇葵清路7号1号楼101室,广东省,东莞市,东莞市,"五金模具制品,汽车模具,家电模具,五金冲压",张**,00000000000,500.0,500万人民币,存续,,"金属结构制造,结构性金属制品制造",80.0,enterprise,true,approved,tianxiagongchang.com,744814,https://www.tianxiagongchang.com/detail/744814_dong-guan-shi-yuan-yao-wu-jin-mu-ju-zhi-pin-you-xian-gong-si,五金模具,91441900564559221W,2010-11-09,,10,1,"存续,真实工厂","金属结构制造,结构性金属制品制造",2026-09-15T16:08:20.726521+00:00
东莞市遂成精密五金模具有限公司,广东省东莞市长安镇创立路10号1号楼102室,广东省,东莞市,东莞市,"五金制品,数控机床设备,冶具,货物进出口,加工,夹具,产销：五金模具,技术进出口,陶瓷零件,机械设备,五金模具,通讯电子产品",丘**,00000000000,1000.0,1000万人民币,存续,,"模具制造,其他未列明金属制品制造",80.0,enterprise,true,approved,tianxiagongchang.com,1203379,https://www.tianxiagongchang.com/detail/1203379_dong-guan-shi-sui-cheng-jing-mi-wu-jin-mu-ju-you-xian-gong-si,五金模具,91441900MA4UNT217K,2016-04-20,,2,1,"存续,真实工厂","模具制造,其他未列明金属制品制造",2026-09-15T16:08:20.726521+00:00
深圳市精亿鑫五金模具有限公司,深圳市宝安区沙井街道壆岗社区瑞源路4号厂房102,广东省,深圳市,宝安区,"五金工具,五金模具,电子产品,机械设备,五金配件的销售,电子烟具产品（不含烟草制品）的销售,国内贸易,货物及技术进出口,五金工具,五金模具,电子产品,机械设备,五金配件",蒋**,00000000000,150.0,150万人民币,存续,,其他未列明金属制品制造,80.0,enterprise,true,approved,tianxiagongchang.com,1226766,https://www.tianxiagongchang.com/detail/1226766_shen-zhen-shi-jing-yi-xin-wu-jin-mu-ju-you-xian-gong-si,五金模具,9144030006029985X3,2013-01-08,,6,1,"存续,真实工厂",其他未列明金属制品制造,2026-09-15T16:08:20.726521+00:00
